source_url,caption,industry,likes,collected_at,hashtag,tone_hint,is_ad,lang
https://www.instagram.com/p/DO-Agy2CXDQ/,"더위가 가시고, 선선한 바람이 부는 요즘은 밖에 앉아 커피를 드시기 참 좋은 것 같아요. 가게 앞 작은 야외자리에서는 공원을 바라보며, 더 좋은 분위기를 느끼실 수 있습니다. 늘 찾아와 주시는 분들 덕분에 이 공간이 더 따뜻하게 완성되는 것 같습니다. 저희는 항상 좋은 모습으로 잘 열어두겠습니다. 𖠚 항상 감사드립니다.",CAFE,0,2026-02-28T12:48:56.856690,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/C58JQgzyHnx/,내가 또 울 하섬미니 카페 오픈했다고 부산 왔쟈나여🌊 프렌치 토스트 엄청 만들고 니글거릴 정도로 계속 먹어보더니 완성된 맛이 최고다😌👍🏻✨ 디저트 광인으로써 인정합니다 하비 베이커리ㅋㅋㅋㅋㅋㅋ🥐🧁🥯 커피도 다 맛있고…😭💟 흥해랏!!!하사장님!!!💪🏻,CAFE,0,2026-02-28T12:50:11.229407,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DRWs-zpjNBy/,좁은 골목까지 찾아주신 손님분들 덕분에 자연스럽게 이 공간의 분위기가 완성되는 것 같습니다. 언제나 편하게 머물다 가주세요 ⁺˳,CAFE,0,2026-02-28T12:50:42.474509,카페,CASUAL,false,ko
https://www.instagram.com/p/DTwze3iDz5F/,". 바람불고 추운 오늘도 속초, 동명동, 언덕위, 작은 카페, 초당커피정미소속초점 찾아주셔서 진심으로 감사드려요~~ 오고 가시는길 모두 행복하시고 즐거운 일들만 가득하시길 바래요 속초에계시다면, 초당커피정미소 속초점으로 오세요~~",CAFE,0,2026-02-28T12:51:03.558725,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DSFQ1XXkksS/,"🍓🍓🍓 Café de Lyon Strawberry Season — OPEN 🍓 리옹의 딸기 시즌이 오픈되었습니다! 🍰 샹티 오 프레즈 (Chantilly au Fraise) 부드러운 우유 생크림과 신선한 딸기가 샌딩된 리옹의 베스트 케이크 🥐 딸기 밀푀유 : 리옹의 자존심, 천 개의 잎사귀 위로 내려앉은 딸기 🥯딸기 마리토죠 & 크로아상 터질듯한 크림과 딸기의 환상적인 조화 가장 맛있는 제철 딸기, 카페 드 리옹에서 가장 프렌치하게 즐겨보세요.",CAFE,0,2026-02-28T12:51:48.401433,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/CikKBfnB-zG/,헉 집앞인데 왜 언니를 왜 못 볼까요ㅠㅠ 저희 동네 돌아다닐 때마다 언니를 마주쳤으면 좋겠다는 생각을 자주 하곤 하는데ㅜ 언젠가는 꼭 마주치겠죠??ㅎㅎ 트리플이나 해돋이공원에 마주치길 항상 바라봅니다💛,CAFE,0,2026-02-28T12:52:14.506479,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/Cxh_mQRJKZ0/,"부부가 운영하는 시골 오지마을 카페 오가리 카페 입니다 🙇‍♂️🙇‍♀️ 다양한 메뉴는 없지만 빠르게 드리진 못하지만 하나하나 정성스럽게 준비해서 제공해드립니다 아늑하고 따뜻한 이 공간에서 힐링하시고 가셨으면 좋겠습니다😊 📍목요일~토요일 📍11시30분~5시 📍일요일은 예약제 운영 📍월요일,화요일,수요일은 휴무입니다 📍주소는 미선로777입니다(장연농협 바로 옆건물) 🐕‍🦺애견동반 가능합니다.(이동가방 필수)",CAFE,0,2026-02-28T12:53:09.461347,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DVQS6beE3y8/,수정됨 • 2시간 . 십년동안 넘 감사했어요❤️ 덕분에 여기까지 왔네요~ 내일 28일(토)까지 영업하고 아쉽지만 안녕예요🥹 울님들 행복하셔야해요~~~ (소곤소곤.. 좋은 날 우연이라도 꼭 다시 뵙게되길.. 혹시 카페 해보실 분은 디엠이나 문자주세요 010.5892.7406🤭),CAFE,0,2026-02-28T12:53:20.010942,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DO2VjWiEnkw/,". 안녕하세요 카페 앳디엔드 입니다. 가을이 오며 해가 화창한 주말도 오랜만인거 같습니다. 본의 아니게 매장 운영시간, 긴급휴무 공지 외에 피드를 오랜만에 올리네요. 빵과 농축유 넉넉히 준비해 뒀습니다. 편하게 놀러 오세요 🫡",CAFE,0,2026-02-28T12:54:41.382240,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DLhAtJRRm3d/,"넷플릭스에 곧 방영 될 프로그램에 운좋게 제 카페를 알려드리게 되었어요 기쁜 소식을 전해드리며, 오늘도 커피합니다.",CAFE,0,2026-02-28T12:55:49.806180,카페,CASUAL,false,ko
