source_url,caption,industry,likes,collected_at,hashtag,tone_hint,is_ad,lang
https://www.instagram.com/p/DO-Agy2CXDQ/,"더위가 가시고, 선선한 바람이 부는 요즘은 밖에 앉아 커피를 드시기 참 좋은 것 같아요. 가게 앞 작은 야외자리에서는 공원을 바라보며, 더 좋은 분위기를 느끼실 수 있습니다. 늘 찾아와 주시는 분들 덕분에 이 공간이 더 따뜻하게 완성되는 것 같습니다. 저희는 항상 좋은 모습으로 잘 열어두겠습니다. 𖠚 항상 감사드립니다.",CAFE,0,2026-02-28T12:48:56.856690,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DRWs-zpjNBy/,좁은 골목까지 찾아주신 손님분들 덕분에 자연스럽게 이 공간의 분위기가 완성되는 것 같습니다. 언제나 편하게 머물다 가주세요 ⁺˳,CAFE,0,2026-02-28T12:50:42.474509,카페,CASUAL,false,ko
https://www.instagram.com/p/DTwze3iDz5F/,". 바람불고 추운 오늘도 속초, 동명동, 언덕위, 작은 카페, 초당커피정미소속초점 찾아주셔서 진심으로 감사드려요~~ 오고 가시는길 모두 행복하시고 즐거운 일들만 가득하시길 바래요 속초에계시다면, 초당커피정미소 속초점으로 오세요~~",CAFE,0,2026-02-28T12:51:03.558725,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DO2VjWiEnkw/,". 안녕하세요 카페 앳디엔드 입니다. 가을이 오며 해가 화창한 주말도 오랜만인거 같습니다. 본의 아니게 매장 운영시간, 긴급휴무 공지 외에 피드를 오랜만에 올리네요. 빵과 농축유 넉넉히 준비해 뒀습니다. 편하게 놀러 오세요 🫡",CAFE,0,2026-02-28T12:54:41.382240,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DU5uomFGNm5/,명절 연휴 동안 정말 많은 분들이 찾아주셨습니다. 오랜만에 뵙는 반가운 분들도 있었고 처음 오시는 분들도 많았던 것 같아요. 맛있는 간식까지 챙겨주신 덕분에 더 힘내서 일할 수 있었습니다 ! 연휴라 많이 바쁘기도 했지만 그만큼 더 따뜻하게 느껴졌던 시간이었습니다. 늘 한결같이 찾아와주시는 모든 분들께 진심으로 감사합니다..! 🙇🏻,CAFE,0,2026-02-28T13:01:52.685607,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTvEeybE8HE/,"“미용이나 할 걸 그랬어요.” 미용은 10분 커트가 아니라 그 10분을 만들기까지의 시간이에요 여기까지 오기까지 20대를 갈아 넣은 미용인입니다... 미용인들, 오늘도 충분히 자부심 가져도 돼요 🍀💗",SALON,0,2026-02-28T13:42:14.238610,미용실,EMOTIONAL,false,ko
https://www.instagram.com/p/DSpSbvQkluH/,동탄 미용실 경대 “너무 꾸민 느낌은 싫어요.” 이 한마디에서 시작된 공간입니다. 그래서 더 많이 듣고 더 천천히 결정했습니다. 예쁜 공간보다 편안한 공간이 오래 간다고 믿기 때문에. 오늘도 우리는 공간으로 고객과 대화합니다.,SALON,0,2026-02-28T14:00:11.911216,미용실,CASUAL,false,ko
https://www.instagram.com/p/DVA9gpZEurB/,6일 미용실 오는 날이 기다려진다고 해주셔서 얼마나 기분 좋은지 몰라요 🥹 저도 고객님들 만나는 날이 늘 소중하고 항상 기다려집니다 ☺️ 오늘도 믿고 찾아와주셔서 진심으로 감사합니다 ❤️,SALON,0,2026-02-28T14:05:29.367698,미용실,EMOTIONAL,false,ko
https://www.instagram.com/p/C1526bYpq35/,. 머리 스타일에 민감해서 거진 14~15년 정도를 한분에게만 머리 자르는중 요기로 가면 요기로 가고 조기로 가면 조기로 가고 여기로 가면 여기로 가고 그러다가 드디어 1인 미용실 오픈 하셔서 오픈 첫 손님으로 다녀옴 일단 실력이야 말할것 없고 실력에 가려진 미모가 대단함 부산에서 가장 이쁜 선생님일듯? 20대때 처음 보고 지금 마흔살이 되신 슨생님 오래 오래 해주세요 제가 고객님들 많이 물어 올게요 ㅋㅋㅋㅋㅋㅋㅋ,SALON,0,2026-02-28T14:06:49.997572,미용실,PROFESSIONAL,false,ko
https://www.instagram.com/p/DEY2GUvTjka/,네일샵 운영 8년차인 저도 손님이 앞에 계시면 긴장되기 마련이에요. 항상 손님께 어떻게 하면 최상의 서비스로 만족스럽고 행복한 기억을 드릴 수 있을까 끊임없이 고민한답니다. 첫방문 고객님부터 오랜 단골 손님들까지 모든 고객분들이 저희 네일7하다에서 편안한 마음으로 시술 받고 만족스러우시다며 감사인사 전할때는 이 직업을 선택하길 잘했구나 뿌듯합니다. 언제든 편안한 마음으로 네일7하다로 놀러오세요~!,OTHER,0,2026-02-28T14:14:28.412814,네일,EMOTIONAL,false,ko
