source_url,caption,industry,likes,collected_at,hashtag,tone_hint,is_ad,lang
https://www.instagram.com/p/DUSqyAEkYWD/,"🌱 트리브링 베이커리 카페 오븐에서 나온 달콤한 향, 진열대 위로 가득 채운 오늘의 디저트들 🍰 천천히 고르고, 여유 있게 머무는 베이커리 카페의 하루🤎 오늘도 맛있는 순간 준비해두었어요 ☕️🤍 매장 내 크리스마스 장식은 이번주 금요일(02/06)에 모두 철거 될 예정입니다! 이번 크리스마스시즌에도 사랑해주셔서 감사합니다❤️",CAFE,0,2026-02-21T16:48:32.396172,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTXZMa0EhoC/,여름에도 가을에도 그리고 겨울에도 으믐 ˚∗ ˖◛⁺⑅♡ - 피스타치오 딸기 타르트 - 딸기 생크림 케이크 - 유자 박하차 - 크림 코르타도 ☕️ 카페 ‘으믐’ 📍 서울 마포구 성산동 245-15 . . . .,CAFE,0,2026-02-21T16:49:00.105264,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DSZ8S1Lk0ex/,[ ] 오늘은 연희동 카페 소개입니당..!! 연희동은 독특한 카페들이 많은 조용한 동네에요🤭 연희동의 당근🥕케이크 맛집부터 행운을 가져다주는 네잎클로버케이크까지🍀 - 데스툴 연희( ) - 보케 ( ) - 해피앤피스커피클럽( ) - 푸어링아웃 본점( ) - 카시코이( ) - 본지르르 연희(,CAFE,0,2026-02-21T16:49:07.637297,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DOdI9ook83W/,"공유, 가게 곳곳 위로의 글들이 가득한 카페 이런 따수운 공간 업로드하는 사람 을지로에 위치한 낭만이 가득한 이곳 자리, 벽, 가게문, 에어컨앞, 퇴식구, 컵에도 위로의 글들을 붙혀져 있는데요 삭막하다고 하는 세상 속에서 따뜻한 위로 받아오시길 바랍니다 :) 📌커뮤트 서울 중구 을지로 51 교원내외빌딩 지하1층 07:30-17:30 매주 토일 휴무 —",CAFE,0,2026-02-21T16:49:27.986675,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTwze3iDz5F/,". 바람불고 추운 오늘도 속초, 동명동, 언덕위, 작은 카페, 초당커피정미소속초점 찾아주셔서 진심으로 감사드려요~~ 오고 가시는길 모두 행복하시고 즐거운 일들만 가득하시길 바래요 속초에계시다면, 초당커피정미소 속초점으로 오세요~~",CAFE,0,2026-02-21T16:50:01.904906,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DQvxd65Ev44/,카페 바가 좁으면 춤을 추세요 우리 짜증내지말고 웃으며 일해요😀 - Things that appear when you stay PEERAPPEAR,CAFE,0,2026-02-21T16:50:36.620518,카페,CASUAL,false,ko
https://www.instagram.com/p/DNFK_X4SNfF/,"🌱 빈티지한 인테리어가 매력적인 신상 카페 나만 알고싶은 분위기의 신상 카페인데 빈티지한 매력이 뿜뿜 품어져 나오는 곳이에요 한쪽에는 빈티지 의류,소품등을 판매하고 있고 오후 5시부터 8시까지는 이달의 아티스트 앨범을 LP와 CD로 음악을 들려주고 그 전 시간대에 흘러나오는 플레이리스트도 카드 형식으로 함께 주셔서 참고하기 좋음! 디저트는 직접 만들어서 판매하시고 다양한 음료도 함께 있어요 ⠀ ⠀ 🏠 동명동 분하우스 광주광역시 동구 제봉로140번길 2 2층 매일 12:00 - 20:00 ⠀ 주차장 ❌ ⠀ ⠀",CAFE,0,2026-02-21T16:51:48.705834,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DRWs-zpjNBy/,좁은 골목까지 찾아주신 손님분들 덕분에 자연스럽게 이 공간의 분위기가 완성되는 것 같습니다. 언제나 편하게 머물다 가주세요 ⁺˳,CAFE,0,2026-02-21T16:52:11.152366,카페,CASUAL,false,ko
https://www.instagram.com/p/DRll8KqD1yd/,지나다니시면서 무슨 가게하는지 물어보시는 분들이 많았는데 드디어 오늘 현수막을 붙였어요!!! 12월에 만나요😁,CAFE,0,2026-02-21T16:52:50.893451,카페,CASUAL,false,ko
https://www.instagram.com/p/DScILk7Erib/,"원물맛 피스타치오 케이크 맛집 10 | 서울, 제주, 부산, 안양, 광주 서울 마포구 텀어우드 메인 서울 서초구 앨리스프로젝트 제주 파생 부산 씨오스터파이 안양 카페모히 안양 카페 반다이크 서울 서초구 인더야드 서울 송파구 진저베어 광주 코다 *이미지 출처 하단 기재",CAFE,0,2026-02-21T16:52:57.670193,카페,CASUAL,false,ko
https://www.instagram.com/p/DTUznrTETlg/,"남편이랑 아기랑 볼일보고 오는 길에 출산 전 애정했던 카페 들렸다오기🥹 출산하고 처음 방문하는 건데 커피도 여전히 맛있고 분위기도 여전히 좋다 동네에 카페는 진짜 많은데 이만한 카페는 정말 없그든요,,♥",CAFE,0,2026-02-21T16:53:12.429370,카페,CASUAL,false,ko
https://www.instagram.com/p/DIgRTnOyWNt/,"드립이고 뭐고 필요 없다… 이미 비주얼로 끝났..💚 근처에서 점심 먹고 나서 후식은 내가 추천해도 되냐고 슬쩍 물은 다음, 아묻따 여기로 끌고 옴…🫣 그리고 칭찬만 한 오백 번 들었다! 📍포크 인천 연수구 송도과학로16번길 13-18 . 109호",CAFE,0,2026-02-21T16:53:19.925581,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTohmoUkjVt/,"9평 카페의 느긋한 ᜊᜊᜊ? 주말🤍 케이크 시트부터 커피 로스팅까지, 모~두 직접 만드는 이곳은??? 인천의 밀우 입니다 ♥️ 밀우 카페의 일상이 궁금하다면 Youtube 에 mealwoo 를 검색해 쥬...?(세요) 🫖 영업시간 12:00 ~ 20:00 (매주 화/수 OFF) 인천 연수구 한나루로 173 1F 밀우",CAFE,0,2026-02-21T16:53:44.771727,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DU9ssdZEtBr/,1일 귀여운 디저트 조와하는.. 사람들 여기 모여라!! 🤍🍰 대왕 트리에 대왕 리본 날개까지 •• 분위기 너무 좋았던 공간 🎄✨ 귀여운 디저트들 구경하느라 기분까지 같이 좋아졌어요 ♡.. 분위기도 포근하고 조용해서 완전 추천!!! 🫶🏾💭 + 그리고 여기… 귀여운 케이크 주문 제작도 가능해요!! (너무 귀여워서 기절할 수도 있음ㅎ) 🤭🎂 📍 하트온 디저트카페 인천 부평구 부평문화로 70-2 3층,CAFE,0,2026-02-21T16:54:19.117029,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DN94AHKEpVI/,"영도에 드디어 떴다! 신상 윤슬 카페 부산 흰여울마을에 새로 오픈한 아뜰리에오에 다녀왔습니다 들어가자마자 펼쳐진 윤슬에 감탄이 절로 나왔습니다 영도에서 가본 카페 중 가장 임팩트가 강했어요!! 이번에 일정이 있어 일몰을 보지 못했는데 다음에는 일몰 시간대에 방문해봐야겠습니다 * 12시~4시 사이에 가시면 윤슬이 정면으로 펼쳐지니 참고하시면 좋을거 같아요!! ✔️아뜰리에오 📍부산 영도구 절영로 204 1층,2층 ⏰ 시간 10:00 - 20:00 🚗주차불가능",CAFE,0,2026-02-21T16:55:26.350398,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTwFoQ3E8Jt/,"안녕하세요 카페 사랑으로입니다. 오픈 한지 얼마 안되었는데도 지금까지 많은 분들이 찾아주셨어요. 특히 디저트 딸기 산도 많이 사랑해 주셔서 감사합니다! 최대한 많이 만들려고 하지만, 아무래도 혼자 운영하는 매장이다보니 일찍 품절이 되면 중간에 만드는데 어려움이 있어요 ㅠㅠ 엉엉 .. 못 드시고 그냥 돌아가시는 손님 분들께 너무 죄송한 마음입니다 .. .. 오늘도 오픈과 동시에 산도를 찾아주신 덕분에 빠르게 소진 되었습니다 🥹 현재 추가 생산 중이라 준비 시간이 다소 걸릴 수 있으니 방문 예정이신 분들은 참고 부탁드립니다 🪽",CAFE,0,2026-02-21T16:55:33.273336,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DTfbN7dicYy/,잘 되실 거에요! 응원할게요!! 카페를 사랑하는 마음이 이 작은 영상에서 느껴져요 아침새벽부터 사부작사부작 하는 모습에서 사랑이 느껴져요❤️❤️❤️❤️❤️ 화이팅하세요!! 👏👏👏,CAFE,0,2026-02-21T16:55:40.393577,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DUmg-ixEuXH/,인친님 이 정도면 카페에서 빵들이 자기들 예쁘게 찍어달라고 줄 서서 기다린 수준 아닌가요 😂,CAFE,0,2026-02-21T16:55:54.347058,카페,CASUAL,false,ko
https://www.instagram.com/p/DUAO9hgCcJN/,⠀ ⠀ 정말 아끼는 곡과 함께 올려봅니다••• ⠀ 멀지만 또 와보고싶은 카페 ⠀ 그때는 드립커피로 마셔보고싶다⠀ ⠀ ⠀ ⠀,CAFE,0,2026-02-21T16:56:36.857200,카페,CASUAL,false,ko
https://www.instagram.com/p/DRBvsnOk74N/,한국에서 간호사로 2년 구르다 지금 뉴질랜드 워홀와서 카페일 하는데 너므너므 행복해요….일 하기 직전 인터뷰때 지저분한거(음쓰) 만질수 있냐는데….나 간호사였는데…? 내가 더러운걸 어디까지 보고 치워봤을것같아…? 간호사 생활이 너무 힘들었어서 여긴 천국같아요 진짜…해뜰때 출근해서 해지기전에 퇴근하고 사람들 여유있고 느리다고 화내지않고 밥도먹고 물도마시고 화장실도 가고…,CAFE,0,2026-02-21T16:56:53.148316,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DSGb51Gk9bL/,작은카페의 평화로운? 주말🏡 미국에서도 찾아오는 이곳은 망원동의 ‘구황작물’ ദ്ദി/ᐠ - ⩊ -マ.ᐟ♥️♥️♥️ 라떼가 너-무 맛있는 구황작물로 논노와...✴️ 🏡서울 마포구 망원동 394-109 1F 구황작물 영업시간 11:00 ~ 18:00 (매주 화/수 OFF),CAFE,0,2026-02-21T16:57:07.496478,카페,EMOTIONAL,false,ko
