source_url,caption,industry,likes,collected_at,hashtag,tone_hint,is_ad,lang
https://www.instagram.com/p/DO-Agy2CXDQ/,"더위가 가시고, 선선한 바람이 부는 요즘은 밖에 앉아 커피를 드시기 참 좋은 것 같아요. 가게 앞 작은 야외자리에서는 공원을 바라보며, 더 좋은 분위기를 느끼실 수 있습니다. 늘 찾아와 주시는 분들 덕분에 이 공간이 더 따뜻하게 완성되는 것 같습니다. 저희는 항상 좋은 모습으로 잘 열어두겠습니다. 𖠚 항상 감사드립니다.",CAFE,0,2026-02-28T12:48:56.856690,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DSFDp2YE-Ck/,🙌🙌😍🔥🔥😍🔥🙌😍🙌🔥🔥😍😍😍🔥🔥😍🔥😍😍🔥🔥😍😍🙌🔥😍😍🔥🔥😍😍🙌😍🔥😍😍🔥😍😍😍🔥😍😍😍😍😍😍🔥😍😍🔥😍🔥😍😍🔥😍😍🙌😍🔥😍🔥😍🔥😍🔥😍😍😍,CAFE,0,2026-02-28T12:49:06.765857,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DVM7BepEb2w/,"2일 바다와 가장 가까운 카페 🌴 애월에서 만나는 오션뷰 스팟, 해지개 ▫️제주시 애월읍 애월북서길52 ‘해지개’ ▫️09:00am - 21:00pm ▫️시그니처 : 해지개 쑥라떼, 해지개 흑임자라떼 ▫️주차가능⭕ ▫️yes 키즈존",CAFE,0,2026-02-28T12:49:16.211421,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DH-1WQ2ycXA/,와.. 비주얼 끝장나버려~~~~🫢 📍컵피 인천 연수구 송도과학로28번길 8 1층 143호,CAFE,0,2026-02-28T12:49:49.395434,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/C58JQgzyHnx/,내가 또 울 하섬미니 카페 오픈했다고 부산 왔쟈나여🌊 프렌치 토스트 엄청 만들고 니글거릴 정도로 계속 먹어보더니 완성된 맛이 최고다😌👍🏻✨ 디저트 광인으로써 인정합니다 하비 베이커리ㅋㅋㅋㅋㅋㅋ🥐🧁🥯 커피도 다 맛있고…😭💟 흥해랏!!!하사장님!!!💪🏻,CAFE,0,2026-02-28T12:50:11.229407,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DRWs-zpjNBy/,좁은 골목까지 찾아주신 손님분들 덕분에 자연스럽게 이 공간의 분위기가 완성되는 것 같습니다. 언제나 편하게 머물다 가주세요 ⁺˳,CAFE,0,2026-02-28T12:50:42.474509,카페,CASUAL,false,ko
https://www.instagram.com/p/DRMuvf5kQe2/,⠀ 너무 추워져서 갑자기 한가해진 카페 일상 ☃️💭🤍 (모르셨겠지만 한사장은 환대의 디자이너랍니다 🌝),CAFE,0,2026-02-28T12:50:53.585853,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTwze3iDz5F/,". 바람불고 추운 오늘도 속초, 동명동, 언덕위, 작은 카페, 초당커피정미소속초점 찾아주셔서 진심으로 감사드려요~~ 오고 가시는길 모두 행복하시고 즐거운 일들만 가득하시길 바래요 속초에계시다면, 초당커피정미소 속초점으로 오세요~~",CAFE,0,2026-02-28T12:51:03.558725,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DSFQ1XXkksS/,"🍓🍓🍓 Café de Lyon Strawberry Season — OPEN 🍓 리옹의 딸기 시즌이 오픈되었습니다! 🍰 샹티 오 프레즈 (Chantilly au Fraise) 부드러운 우유 생크림과 신선한 딸기가 샌딩된 리옹의 베스트 케이크 🥐 딸기 밀푀유 : 리옹의 자존심, 천 개의 잎사귀 위로 내려앉은 딸기 🥯딸기 마리토죠 & 크로아상 터질듯한 크림과 딸기의 환상적인 조화 가장 맛있는 제철 딸기, 카페 드 리옹에서 가장 프렌치하게 즐겨보세요.",CAFE,0,2026-02-28T12:51:48.401433,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/CikKBfnB-zG/,헉 집앞인데 왜 언니를 왜 못 볼까요ㅠㅠ 저희 동네 돌아다닐 때마다 언니를 마주쳤으면 좋겠다는 생각을 자주 하곤 하는데ㅜ 언젠가는 꼭 마주치겠죠??ㅎㅎ 트리플이나 해돋이공원에 마주치길 항상 바라봅니다💛,CAFE,0,2026-02-28T12:52:14.506479,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DUUusPCkg0S/,🤩😍🌸Absolutely beautiful💕💕😵😍*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*,CAFE,0,2026-02-28T12:52:24.985721,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTpJ73BkuTk/,덕분에 동네 카페들 이미지도 망가지는중. 두개이상은 커피는 무조건 같이 셋트로 사야 한다고 하는 카페가 있다고,CAFE,0,2026-02-28T12:52:33.885613,카페,CASUAL,false,ko
https://www.instagram.com/p/DRPDmI5E4Mq/,쌀쌀해졌다 싶으면 무조건 따뜻한 차 마시기🍵 그리고 요즘 카페 들어가면 벌써 겨울 분위기가 물씬 나서 너무 좋다(*´ω`*) 겨울 분위기 사랑해🧸🎄🫶🏻,CAFE,0,2026-02-28T12:52:45.402818,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/Cxh_mQRJKZ0/,"부부가 운영하는 시골 오지마을 카페 오가리 카페 입니다 🙇‍♂️🙇‍♀️ 다양한 메뉴는 없지만 빠르게 드리진 못하지만 하나하나 정성스럽게 준비해서 제공해드립니다 아늑하고 따뜻한 이 공간에서 힐링하시고 가셨으면 좋겠습니다😊 📍목요일~토요일 📍11시30분~5시 📍일요일은 예약제 운영 📍월요일,화요일,수요일은 휴무입니다 📍주소는 미선로777입니다(장연농협 바로 옆건물) 🐕‍🦺애견동반 가능합니다.(이동가방 필수)",CAFE,0,2026-02-28T12:53:09.461347,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DVQS6beE3y8/,수정됨 • 2시간 . 십년동안 넘 감사했어요❤️ 덕분에 여기까지 왔네요~ 내일 28일(토)까지 영업하고 아쉽지만 안녕예요🥹 울님들 행복하셔야해요~~~ (소곤소곤.. 좋은 날 우연이라도 꼭 다시 뵙게되길.. 혹시 카페 해보실 분은 디엠이나 문자주세요 010.5892.7406🤭),CAFE,0,2026-02-28T12:53:20.010942,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DO2VjWiEnkw/,". 안녕하세요 카페 앳디엔드 입니다. 가을이 오며 해가 화창한 주말도 오랜만인거 같습니다. 본의 아니게 매장 운영시간, 긴급휴무 공지 외에 피드를 오랜만에 올리네요. 빵과 농축유 넉넉히 준비해 뒀습니다. 편하게 놀러 오세요 🫡",CAFE,0,2026-02-28T12:54:41.382240,카페,PROFESSIONAL,false,ko
https://www.instagram.com/p/DUdPnEdEvJ9/,- 여수의 푸른 뷰를 담은 카페 “라피끄” 아름다운 바다를 감상할 수 있는 대형 오션뷰 카페에요🌊 넓고 쾌적하고 두쫀쿠도 있더라구요😂 제가 머물었던 공간은 별관! 평일 오후에 갔더니 사람도 없고 널널해서 좋았어요 여수에 가신다면 라피끄에서 쉬어가세요오>_< 🅿️주차공간도 넓어서 아주 좋았다.. . .,CAFE,0,2026-02-28T12:55:15.621368,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DLhAtJRRm3d/,"넷플릭스에 곧 방영 될 프로그램에 운좋게 제 카페를 알려드리게 되었어요 기쁜 소식을 전해드리며, 오늘도 커피합니다.",CAFE,0,2026-02-28T12:55:49.806180,카페,CASUAL,false,ko
https://www.instagram.com/p/DUadXcsE6ns/,일하다 보니 또 한 주가 호다닥 ☁️ 카페 사장님이 주신 두쫀쿠로 마음 녹이는 중 오랜만에 스카프도 호로록🧣 🤍,CAFE,0,2026-02-28T12:56:47.857533,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DUiirDMEgSR/,"밤이 되면 더예쁜, 외쿡느낌 가득한 감성적인 신상카페♡ 오픈전부터 터프이너프3호점이라 기대가득 했는데 3층까지 알차게 채워넣은 공간에 눈길을 사로잡은 동굴존을 지나니 터프이너프 특유의 산장분위기에 아늑한느낌까지 더해져 따스한온기가 느껴지는곳♡ ☕️이스로스터스",CAFE,0,2026-02-28T12:57:09.414718,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DVN9sUFicTm/,"수정됨 • 1일 안녕하세요.🥺 한 가지 이용사항이 변경되어 공지합니다. 3/1부터 시행되는 ‘반려동물 동반 출입법‘ 관련에 대해 카페 사랑으로는 매장 규모상 해당 기준을 충족하기가 어려워 부득이하게 반려동물 출입이 제한됩니다.ㅠㅠ 변경된 이용 규정으로 인해 불편을 드리게 되어 진심으로 양해 부탁드립니다. 그치만 나중에 날이 풀리면 야외에 벤치를 둘 예정이니 . . 따수운 봄, 여름 날 야외에서 반려동물과 이용해 주시면 좋을 거 같아요 . . . 🫰🌿 매장이용에 참고 부탁드리겠습니다 . . !! 감사합니다!",CAFE,0,2026-02-28T12:57:21.517400,카페,EMOTIONAL,false,ko
https://www.instagram.com/p/DTUznrTETlg/,"남편이랑 아기랑 볼일보고 오는 길에 출산 전 애정했던 카페 들렸다오기🥹 출산하고 처음 방문하는 건데 커피도 여전히 맛있고 분위기도 여전히 좋다 동네에 카페는 진짜 많은데 이만한 카페는 정말 없그든요,,♥",CAFE,0,2026-02-28T12:58:16.334704,카페,CASUAL,false,ko
